车辆id,年超载行驶次数范围,年超速行驶次数范围,年夜晚行驶次数范围,年异地行驶次数范围,年高速总里程范围,年高速行驶时间范围,平均单次出行里程范围,平均行驶速度范围,安全评分
1753,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[56, 64)",55
1754,"[0, 1)","[20, inf)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[84, inf)",65
1755,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[10, 20)","[120, inf)","[72, 84)",32
1756,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",76
1757,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",59
1758,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[0, 10)","[120, inf)","[64, 72)",65
1759,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[4000, 10000)","[45, 80)","[75, 120)","[72, 84)",43
1760,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[56, 64)",46
1761,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[120, inf)","[84, inf)",36
1762,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",39
1763,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",68
1764,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[2400, 4000)","[30, 45)","[120, inf)","[72, 84)",54
1765,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[56, 64)",84
1766,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",94
1767,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[10, 20)","[120, inf)","[56, 64)",65
1768,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",81
1769,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[56, 64)",48
1770,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",35
1771,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",62
1772,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[1200, 2400)","[30, 45)","[45, 55)","[64, 72)",91
1773,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[56, 64)",47
1774,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",29
1775,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",55
1776,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[84, inf)",30
1777,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[75, 120)","[84, inf)",49
1778,"[0, 1)","[20, inf)","[15, inf)","[1, 10)","[10000, inf)","[140, inf)","[75, 120)","[72, 84)",9
1779,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[72, 84)",92
1780,"[0, 1)","[20, inf)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[45, 55)","[64, 72)",12
1781,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[64, 72)",78
1782,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[2400, 4000)","[45, 80)","[75, 120)","[0, 56)",57
1783,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[1200, 2400)","[30, 45)","[120, inf)","[64, 72)",68
1784,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[1200, 2400)","[10, 20)","[75, 120)","[84, inf)",58
1785,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",38
1786,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",46
1787,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[75, 120)","[64, 72)",75
1788,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[64, 72)",69
1789,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[0, 56)",79
1790,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[30, 45)","[55, 75)","[64, 72)",17
1791,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",79
1792,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[600, 1200)","[10, 20)","[120, inf)","[72, 84)",67
1793,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[75, 120)","[84, inf)",58
1794,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",48
1795,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[72, 84)",68
1796,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[84, inf)",80
1797,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",90
1798,"[0, 1)","[20, inf)","[5, 15)","[20, inf)","[4000, 10000)","[80, 140)","[120, inf)","[84, inf)",24
1799,"[0, 1)","[20, inf)","[5, 15)","[20, inf)","[4000, 10000)","[140, inf)","[120, inf)","[72, 84)",30
1800,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[0, 56)",35
1801,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[56, 64)",90
1802,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[30, 45)","[0, 15)","[56, 64)",84
1803,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[56, 64)",10
1804,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[4000, 10000)","[45, 80)","[35, 45)","[64, 72)",46
1805,"[1, 10)","[20, inf)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[25, 35)","[72, 84)",5
1806,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",55
1807,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[45, 55)","[72, 84)",51
1808,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[64, 72)",69
1809,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[84, inf)",63
1810,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",45
1811,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[84, inf)",45
1812,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[20, 30)","[55, 75)","[64, 72)",61
1813,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",88
1814,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[64, 72)",60
1815,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[0, 56)",48
1816,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",48
1817,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[15, 25)","[56, 64)",93
1818,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[84, inf)",63
1819,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[64, 72)",56
1820,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[600, 1200)","[20, 30)","[55, 75)","[56, 64)",89
1821,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[56, 64)",78
1822,"[0, 1)","[20, inf)","[15, inf)","[1, 10)","[10000, inf)","[140, inf)","[45, 55)","[84, inf)",17
1823,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[72, 84)",46
1824,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[56, 64)",83
1825,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[55, 75)","[72, 84)",48
1826,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[35, 45)","[56, 64)",65
1827,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[4000, 10000)","[80, 140)","[75, 120)","[56, 64)",43
1828,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",82
1829,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[72, 84)",69
1830,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[2400, 4000)","[45, 80)","[0, 15)","[64, 72)",53
1831,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[55, 75)","[84, inf)",56
1832,"[0, 1)","[20, inf)","[1, 5)","[0, 1)","[2400, 4000)","[30, 45)","[75, 120)","[84, inf)",47
1833,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",44
1834,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[600, 1200)","[0, 10)","[120, inf)","[84, inf)",22
1835,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[2400, 4000)","[30, 45)","[120, inf)","[84, inf)",36
1836,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",92
1837,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[4000, 10000)","[80, 140)","[120, inf)","[56, 64)",63
1838,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[2400, 4000)","[20, 30)","[120, inf)","[72, 84)",32
1839,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[4000, 10000)","[80, 140)","[120, inf)","[64, 72)",15
1840,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[25, 35)","[72, 84)",9
1841,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[25, 35)","[84, inf)",47
1842,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[25, 35)","[64, 72)",28
1843,"[0, 1)","[1, 12)","[15, inf)","[1, 10)","[4000, 10000)","[45, 80)","[75, 120)","[72, 84)",25
1844,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",23
1845,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[75, 120)","[72, 84)",20
1846,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[600, 1200)","[0, 10)","[120, inf)","[84, inf)",51
1847,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",68
1848,"[0, 1)","[1, 12)","[15, inf)","[10, 20)","[4000, 10000)","[80, 140)","[55, 75)","[72, 84)",36
1849,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[25, 35)","[64, 72)",64
1850,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[4000, 10000)","[80, 140)","[75, 120)","[64, 72)",19
1851,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[35, 45)","[72, 84)",56
1852,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[10, 20)","[120, inf)","[0, 56)",35
1853,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[120, inf)","[0, 56)",42
1854,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[56, 64)",90
1855,"[0, 1)","[0, 1)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[75, 120)","[64, 72)",8
1856,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[0, 600)","[0, 10)","[35, 45)","[56, 64)",81
1857,"[0, 1)","[20, inf)","[15, inf)","[10, 20)","[10000, inf)","[140, inf)","[55, 75)","[72, 84)",9
1858,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[10, 20)","[75, 120)","[64, 72)",74
1859,"[0, 1)","[1, 12)","[5, 15)","[10, 20)","[4000, 10000)","[45, 80)","[120, inf)","[72, 84)",27
1860,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[56, 64)",80
1861,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[35, 45)","[72, 84)",64
1862,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[64, 72)",49
1863,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",77
1864,"[0, 1)","[20, inf)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[25, 35)","[72, 84)",9
1865,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[4000, 10000)","[80, 140)","[45, 55)","[56, 64)",11
1866,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",91
1867,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[45, 55)","[64, 72)",60
1868,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[4000, 10000)","[80, 140)","[55, 75)","[64, 72)",52
1869,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",46
1870,"[0, 1)","[12, 20)","[15, inf)","[1, 10)","[10000, inf)","[140, inf)","[120, inf)","[72, 84)",10
1871,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",68
1872,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[120, inf)","[84, inf)",27
1873,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",64
1874,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[56, 64)",10
1875,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[4000, 10000)","[80, 140)","[25, 35)","[64, 72)",48
1876,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[600, 1200)","[20, 30)","[15, 25)","[0, 56)",92
1877,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[600, 1200)","[20, 30)","[120, inf)","[64, 72)",68
1878,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[0, 56)",47
1879,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[55, 75)","[72, 84)",36
1880,"[0, 1)","[20, inf)","[5, 15)","[20, inf)","[4000, 10000)","[45, 80)","[75, 120)","[84, inf)",25
1881,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[600, 1200)","[0, 10)","[75, 120)","[84, inf)",23
1882,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[84, inf)",51
1883,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[120, inf)","[84, inf)",52
1884,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[64, 72)",52
1885,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[1200, 2400)","[20, 30)","[75, 120)","[84, inf)",56
1886,"[0, 1)","[0, 1)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",81
1887,"[1, 10)","[1, 12)","[15, inf)","[0, 1)","[4000, 10000)","[80, 140)","[25, 35)","[64, 72)",16
1888,"[0, 1)","[20, inf)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[35, 45)","[84, inf)",55
1889,"[0, 1)","[12, 20)","[1, 5)","[1, 10)","[2400, 4000)","[30, 45)","[75, 120)","[84, inf)",33
1890,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[84, inf)",64
1891,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[600, 1200)","[0, 10)","[120, inf)","[72, 84)",34
1892,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[56, 64)",48
1893,"[0, 1)","[1, 12)","[15, inf)","[1, 10)","[4000, 10000)","[140, inf)","[45, 55)","[0, 56)",23
1894,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[1200, 2400)","[45, 80)","[35, 45)","[0, 56)",67
1895,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[64, 72)",55
1896,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[64, 72)",7
1897,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",76
1898,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[56, 64)",44
1899,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[4000, 10000)","[80, 140)","[75, 120)","[72, 84)",46
1900,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[1200, 2400)","[30, 45)","[0, 15)","[0, 56)",64
1901,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",82
1902,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[10000, inf)","[140, inf)","[75, 120)","[72, 84)",29
1903,"[0, 1)","[12, 20)","[15, inf)","[0, 1)","[600, 1200)","[0, 10)","[15, 25)","[84, inf)",64
1904,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[10000, inf)","[140, inf)","[75, 120)","[72, 84)",9
1905,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[64, 72)",49
1906,"[0, 1)","[0, 1)","[15, inf)","[1, 10)","[4000, 10000)","[140, inf)","[120, inf)","[56, 64)",15
1907,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[56, 64)",36
1908,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",47
1909,"[0, 1)","[12, 20)","[5, 15)","[0, 1)","[4000, 10000)","[45, 80)","[75, 120)","[72, 84)",39
1910,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[4000, 10000)","[80, 140)","[120, inf)","[72, 84)",33
1911,"[0, 1)","[1, 12)","[5, 15)","[20, inf)","[4000, 10000)","[45, 80)","[120, inf)","[72, 84)",36
1912,"[0, 1)","[12, 20)","[5, 15)","[10, 20)","[4000, 10000)","[80, 140)","[120, inf)","[72, 84)",31
1913,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[84, inf)",62
1914,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[35, 45)","[72, 84)",55
1915,"[0, 1)","[0, 1)","[1, 5)","[1, 10)","[1200, 2400)","[30, 45)","[120, inf)","[64, 72)",57
1916,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",46
1917,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[1200, 2400)","[10, 20)","[75, 120)","[72, 84)",69
1918,"[0, 1)","[0, 1)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[64, 72)",24
1919,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",74
1920,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[1200, 2400)","[20, 30)","[35, 45)","[72, 84)",49
1921,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[600, 1200)","[0, 10)","[120, inf)","[72, 84)",24
1922,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",80
1923,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[2400, 4000)","[45, 80)","[15, 25)","[72, 84)",52
1924,"[0, 1)","[20, inf)","[15, inf)","[20, inf)","[10000, inf)","[80, 140)","[120, inf)","[84, inf)",14
1925,"[0, 1)","[12, 20)","[0, 1)","[0, 1)","[2400, 4000)","[30, 45)","[75, 120)","[84, inf)",51
1926,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[4000, 10000)","[45, 80)","[75, 120)","[72, 84)",63
1927,"[0, 1)","[1, 12)","[5, 15)","[10, 20)","[2400, 4000)","[30, 45)","[75, 120)","[72, 84)",56
1928,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[72, 84)",24
1929,"[0, 1)","[1, 12)","[0, 1)","[1, 10)","[0, 600)","[0, 10)","[15, 25)","[84, inf)",38
1930,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[2400, 4000)","[80, 140)","[35, 45)","[64, 72)",68
1931,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[2400, 4000)","[30, 45)","[45, 55)","[72, 84)",61
1932,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[64, 72)",70
1933,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[1200, 2400)","[20, 30)","[55, 75)","[72, 84)",87
1934,"[0, 1)","[1, 12)","[5, 15)","[10, 20)","[4000, 10000)","[45, 80)","[120, inf)","[84, inf)",39
1935,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[64, 72)",71
1936,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[45, 55)","[72, 84)",54
1937,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[0, 56)",90
1938,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",48
1939,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",60
1940,"[0, 1)","[12, 20)","[5, 15)","[0, 1)","[1200, 2400)","[10, 20)","[55, 75)","[84, inf)",55
1941,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[600, 1200)","[0, 10)","[25, 35)","[72, 84)",66
1942,"[0, 1)","[1, 12)","[15, inf)","[0, 1)","[1200, 2400)","[80, 140)","[35, 45)","[0, 56)",65
1943,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[75, 120)","[84, inf)",55
1944,"[0, 1)","[1, 12)","[1, 5)","[1, 10)","[600, 1200)","[0, 10)","[55, 75)","[84, inf)",59
1945,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[56, 64)",62
1946,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",80
1947,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[35, 45)","[72, 84)",47
1948,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[600, 1200)","[10, 20)","[55, 75)","[84, inf)",52
1949,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[72, 84)",49
1950,"[0, 1)","[1, 12)","[5, 15)","[1, 10)","[1200, 2400)","[10, 20)","[120, inf)","[84, inf)",54
1951,"[0, 1)","[0, 1)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[45, 55)","[64, 72)",80
1952,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[0, 15)","[56, 64)",90
1953,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",90
1954,"[0, 1)","[1, 12)","[1, 5)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[64, 72)",24
1955,"[0, 1)","[0, 1)","[1, 5)","[10, 20)","[600, 1200)","[10, 20)","[35, 45)","[72, 84)",33
1956,"[0, 1)","[0, 1)","[5, 15)","[1, 10)","[1200, 2400)","[20, 30)","[120, inf)","[64, 72)",28
1957,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[64, 72)",81
1958,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[55, 75)","[72, 84)",80
1959,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[64, 72)",92
1960,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[56, 64)",48
1961,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[25, 35)","[72, 84)",49
1962,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[72, 84)",77
1963,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[600, 1200)","[10, 20)","[75, 120)","[84, inf)",20
1964,"[0, 1)","[12, 20)","[0, 1)","[0, 1)","[4000, 10000)","[80, 140)","[75, 120)","[84, inf)",32
1965,"[0, 1)","[20, inf)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[72, 84)",10
1966,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[25, 35)","[72, 84)",85
1967,"[0, 1)","[1, 12)","[5, 15)","[0, 1)","[600, 1200)","[10, 20)","[55, 75)","[72, 84)",57
1968,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[15, 25)","[0, 56)",90
1969,"[0, 1)","[20, inf)","[15, inf)","[1, 10)","[10000, inf)","[140, inf)","[75, 120)","[72, 84)",10
1970,"[0, 1)","[1, 12)","[15, inf)","[20, inf)","[10000, inf)","[140, inf)","[120, inf)","[72, 84)",25
1971,"[0, 1)","[1, 12)","[0, 1)","[0, 1)","[600, 1200)","[0, 10)","[120, inf)","[84, inf)",22
1972,"[0, 1)","[0, 1)","[5, 15)","[0, 1)","[4000, 10000)","[45, 80)","[75, 120)","[64, 72)",67
1973,"[0, 1)","[0, 1)","[0, 1)","[0, 1)","[0, 600)","[0, 10)","[35, 45)","[0, 56)",49
